old,descrizione,predicted_label
AI,"Il progetto Ã¿Â¨ finalizzato alla realizzazione di una piattaforma fluidica standardizzata e abilitante per lo sviluppo di dispositivi biomedicali per infusione ospedaliera e domiciliare che consentirÃ¿Â  di realizzare componenti fluidici miniaturizzati, precisi, affidabili, controllabili da remoto, silenziosi e con predisposizione per il monouso.  Il controllo remoto favorirÃ¿Â  lo sviluppo di dispositivi per monitoraggio e somministrazione di terapie di nutrizione artificiale, nonchÃ¿Â© di somministrazione di farmaci, favorendo la diffusione di pratiche cliniche ospedaliere e domiciliari, attualmente limitate da fattori tecnologici. Il progetto Ã¿Â¨ incentrato su 4 ambiti medici di notevole impatto economico, sociale e terapeutico, quali degenza in reparto, nutrizione artificiale domiciliare",non_ai
AI,"Attivare un laboratorio per innovare le proprie soluzioni in termini di prodotti e servizi nel settore della sicurezza digitale mediante l¿uso di tecniche di AI e di ML, al fine di creare una propria soluzione che non si basi solo di servizi di consulenza ma che riesca ad abbinare la vendita di una piattaforma proprietaria ai servizi specialistici in tema di cyber security. Il progetto prevede una valutazione dei mercati e dei clienti su cui si intende operare e sulla tipologia di big data che caratterizzano questo tipo di clientela, l¿individuazione di piattaforme open source sulle quali è più opportuno creare un espertizzazione e l¿individuazione di modelli ed algoritmi su cui attivare il processo di analisi dei dati ed aumentare la conoscenza del sistema stesso. Un percorso pilota che mira ad essere validato in caso per poi poterci sviluppare dei POC con propri clienti referenziati dove già da oggi sono attivi servizi. Una particolare attenzione nel processo è richiesta per la parte di e-learning che rappresenta un altro elemento dove la conoscenza distribuita della cyber security e delle norme rappresentano una notevole area di servizi per i clienti privati e pubblici.",ai
AI,"Sviluppo di pipeline di analisi bioinformatica per la rilevazione di patogeni e di geni antibiotico-resistenza, e sviluppo di algoritmi per l#-#identificazione del miglior match tra donatore e ricevente in trattamenti di trapianto fecale di microbiota, a partire da dati di sequenziamento di DNA di nuova generazione (NGS).",non_ai
AI,Il Cluster intende dotarsi di un innovativo sistema(Big-data) di organizzazione e restituzione di dati e informazioni territoriali inerenti i settori  e le aziende agro-food. Il progetto verter? sullo sviluppo di una piattaforma WebGis (per la gestione dati) connessa all'ente pubblico PromoTurismoFVG e una Piattaforma digitale a realt? virtuale con finalit? di show room.,non_ai
AI,corso di comunicazione efficace blended Learning. Think on your feet aiuta ad acquisire un metodo per comunicare in modo chiaro,non_ai
AI,la realizzazione dei cataloghi maronese international srl su configuratore grafico al fine di permettere al consumatore finale la visualizzazione 3D in realt? aumentata del progetto d'arredamento personalizzato.,non_ai
AI,Realizzazione di un Robot volto ad analizzare il campo magnetico di una risonanza magnetica (Shimming passivo) in maniera del tutto automatico.,ai
AI,Progettazione e sviluppo dell’intelligenza a bordo del “sistema SAPR”,ai
AI,Progettazione e sviluppo dell’intelligenza a bordo del “sistema SAPR”,ai
AI,Antifurto per biciclette e piattaforma web based dotata di algoritmo proprietario per la previsione del rischio di furto in relazione all'ambito territoriale di riferimento.,non_ai
AI,"Il progetto consiste in un¿introspezione basata su Hypervisor, il componente centrale e più importante di un sistema basato sulle macchine virtuali. E¿ la base di un nuovo e pioneristico livello di sicurezza aziendale, in grado di rilevare gli attacchi in tempo reale, eseguendo la scansione della guest memory direttamente a livello dell'hypervisor, senza la necessità di un agente in ogni VM.
Il sistema utilizza avanzati algoritmi di apprendimento automatico per estrarre modelli di malware per rilevare, anticipare ed neutralizzare anche i pericoli più recenti in qualunque parte del mondo in poco meno di 3 secondi. Il processo di scansione è centralizzato: invece di proteggere ogni singola macchina virtuale o fisica individualmente, considera l'intero ambiente nel suo complesso. 
Il progetto prevede anche un potente e facile centro di archiviazione di rete per il backup, la sincronizzazione, l'accesso remoto, l'home entertainment, con molte app ricche di funzioni disponibili. 
Verrà anche prevista la formazione per i dipendenti , tutto questo per ottenere straordinarie prestazioni multitasking in grado di migliorare la produttività e la via digitale e di offrire un centro ideale di archiviazione e backup come cloud privato sicuro.",ai
AI,"Modulo software CAD/CAM  articolatore virtuale, reality mode, attacchi, barre, corone e ponti sovrapressi, importazione  STL, dongle per modulo importazione STL,  gioielli, bite splints, model marker.",non_ai
AI,Acquisto di Hardware e software destinati alla realizzazione di modelli diffusionali predittivi di inquinanti atmosferici nonchè all'efficientamento contabile.,non_ai
AI,"sviluppo di una piattaforma brevettata per la gestione intelligente di sciami di droni collaborativi capaci di sostituire, ricaricare e gestire in maniere del tutto automatica le batterie di alimentazione dei droni, il payload frazionabile per l'esecuzione di specifiche missioni e il coordinamento di sciami di droni in modalità collaborativa.",ai
AI,"Sviluppo e test di un sistema esperto (vision based) per automatizzare le ultime operazioni del processo di FPI (Fluorescent Penetrant Inspection)  che è un metodo di prova non distruttivo utilizzato in produzione per la rilevazione di difetti di pezzi in prova. Il progetto aumenterà la velocità, la ripetibilità e la qualità del processo FPI.",non_ai
AI,"ACQUISTO NUOVO SERVER, FIREWALL, ALIMENTATORE AGGIUNTIVO, SCHEDE DI RETE AGGIUNTIVE, APLIAMENTO RAM, SOTFWARE DI VIRTUALIZZAZIONE,VEEAM BACKUP INCREMENTALI A CALDO CON VIRTUAL MACHINE E REPLICA, COLLEGAMENTI ESTERNI PER TELELAVORO, AGGIORNAMENTI IMPIEGATE",non_ai
AI,"La Società opera nello sviluppo e commercializzazione di tecnologie per lo studio del comportamento umano. A tal fine assume rilievo lo studio delle emozioni degli utilizzatori di prodotti commerciali. Il processo di produzione del servizio attualmente è svolto attraverso una procedura nota come facial action coding system e attraverso l'osservazione dei movimenti nello spazio dell'utilizzatore, un procedimento  che richiede l'intervento di un osservatore umano che identifica lo stato delle emozioni  e dei comportamenti attraverso un processo visivo, annotando emozioni e movimenti nello spazio. Attraverso l'introduzione del Software che intendiamo comprare il processo di riconoscimento di tali emozioni e il processo di tracciamento dei movimenti nello spazio viene automatizzato e implementato con un sistema totalmente automatico.",ai
AI,"SISTEMA ROBOTICO INTERCONNESSO CON UN
SISTEMA CENTRALE. RAPPRESENTA UN SISTEMA
DI DIFESA PASSIVO PER IMPEDIRE IN MANIERA
INTELLIGENTE E COMPUTERIZZATA LACCESSO DI
VEICOLI CON FINALITÀ POTENZIALMENTE
AGGRESSIVE/TERRORISTICHE",non_ai
AI,Eutronica ha sviluppato un robot denominato Jobot che assolve a compiti di piccola logistica in ambienti interni. Jobot è in grado di muoversi autonomamente in un ambiente preventivamente mappato trasportando oggetti fino ai 25kg di peso totale. Jobot è una valida soluzione per tutte quelle aziende che hanno l¿esigenza di automatizzare dei processi di lavoro senza adottare soluzioni permanenti. Jobot è stato immesso sul mercato da inizio 2018 e il progetto proposto ha l¿obiettivo di digitalizzare tutta la fase di assistenza e manutenzione raccogliendo i dati di campo che possono essere analizzati e utilizzati da remoto e aggiungendo al sito web di Jobot quelle sezioni ad uso del cliente finale con le quale scaricare manualistica o aprire e monitorare ticket di segnalazione guasti.,non_ai
AI,L'innovativa piattaforma ecommerce sarà in grado di acquisire un catalogo completo di nuovi prodotti di servizi per il turismo grazie anche a un innovativo algoritmo di machine learnig per proporre ai nostri clienti servizi mirati per le esigenze di turismo. Tale servizio permetterà l'aumento del turismo nel nostro paese grazie all'innovazione presente nell'ecommerce.,ai
AI,"acquisto di hardware (tablet, smartphone e pc portatile) e relativi software che aiutano a generare la realta virtuale e aumentata per migliorare il servizio di grafica 3d e consulenza",non_ai
AI,la necessità di migliorare l'efficienza aziendale nasce dal settore fotografico in cui opero. Attraverso il potenziamento di hardware e software con l'acquisto di hardware della famiglia Mac e di software come finul cut lo studio fotografico in questione potrà essere ancora più all'avanguardia per l'ambito dei montaggi video e di elaborazioni grafiche dei progetti fotografici di cui si occupa.,non_ai
AI,"Utilizzo di software professionale che, partendo da immagini aeree acquisite da drone e da aereo tradizionale, è in grado di effettuare ispezioni accurate, misurazioni puntuali e Disegni vettoriale 3D sfruttando hardware dedicato per la visione stereoscopica supportato da strumentazione GNSS gps rtk.",non_ai
AI,EYE CARE MEDICAL DEVICE OSA SI TRATTA DI UN SOFTWARE CHE ESEGUE UNO SCREENING PER L'OCCHIO SECCO E DIAGNOSI DEL FILM LACRIMALE EVIDENZIANDO LE CRITICITA' DEI VARI STRATI E OTTURAZIONI DELLE GHIANDOLE LACRIMALI,non_ai
AI,"Tecnologia che mediante tomografia industriale computerizzata e sensoristica, guidata da intelligenza
artificiale, individui ed analizzi i difetti nel legno di noce e ottimizzi la sagoma di taglio per calci ed aste di fucile e carabina",ai
AI,STUDIO IAQUINTA SRLS,non_ai
AI,"Il corso ha l'obiettivo di abilitare il dipendente in formazione alla pratica della Fecondazione Artificiale suina.br  
br  
A tal fine il corso prevede:br  
  40 ore di formazione in aula ed esercitazioni pratiche;br  
  30 ore di formazione in fadbr  
per un totale di 70 ore di formazione complessiva divise in 6 giornate di formazione in presenza e il resto in formazione in modalit¿ FAD (a distanza. br",non_ai
AI,"Il progetto punta a realizzare un nuovo strumento di supporto decisionale per la valutazione, mediante algoritmi complessi, degli aspetti di esigenza idrica, economici ed ambientali utili al rilascio di concessioni ed alla programmazione dell’irrigazione in un bacino idrografico.",ai
AI,"Aggiornamento chiave ""dongle-usb"" per software aziendale vision 2006 3 utenti; installazione nuovo database su piattaforma SQL, cinfigurazione di tutti i client di Vision al nuovo Firmware; configurazione nuovo modulo Rapportino per gestione personale si cantiere.",non_ai
AI,Verifca realistica e certifcazione del post-processor prima della consegna al cliente con strumento  virtual machining per macchinario multiasse.,non_ai
AI,Miglioramento efficacia della pipeline commerciale per il popolamento del Circuito Umbrex.net,non_ai
AI,UTILIZZO DI ATTREZZATURE DIGITALI PER L'ACQUISIZIONE DI IMPRONTE DELLE ARCATE DENTARIE E L'INVIO DELLE STESSE AD UN SISTEMA DIGITALE PER LA REALIZZAZIONE DI MANUFATTI PROTESICI CHE PREVEDA L'UTILIZZO DELLA TECNICA CAD CAM ELIMINANDO IN QUESTO MODO L'USO DI MATERIALI TIPO SILICONE O POLIETERI ATTUALMENTE UTILIZZATI CHE RALLENTANO IL PROCESSO DI LAVORO ED ELIMINADO IN ALTRO MODO LO SMALTIMENTO DI TALI MATERIALI PER IL RISPETTO DELL'AMBIENTE,ai
AI,IL SISTEMA CONSTA NELLA STAMPA INKJET DI NUMERAZIONI PER STAMPATI FISCALI E IL SISTEMA DI CONTROLLO TRAMITE STRUMENTI DI VISIONE INTELLIGENTI E RISCONTRO IN FASE DI ALLESTIMENTO AUTOMATIZZATO DEL PRODOTTO FINITO,non_ai
AI,Rimodernizzazione e ottimizzazione  della infrastruttura e dell'efficienza informatica aziendale con l'acquisto di un Server per l'installazione del gestionale front-office  il concentramento del centralino Voip per lo smistamento guidato delle chiamate e la gestione del nuovo sito WEB con l'interattività dell'intelligenza artificale,ai
AI,"-Acquisto di hardware finalizzato alla elaborazione rendering 3D per la visualizzazione grafica in tempo reale di immagini architettoniche.
-Acquisto di GPU per la realizzazione di esperienze VR di realtà immersiva fotorealistica.",non_ai
AI,Il progetto di innovazione intende sviluppare le competenze commerciali della start-up iA Technologies. L'implementazione delle azioni di progetto aiuterà la start up a crescere e posizionarsi meglio nel mercato di riferimento.,non_ai
AI,"IL PROGETTO PREVEDE L'ADOZIONE DI UN GESTIONALE PER GOVERNARE LE PRATICHE AMMINISTRATIVE (CORE BUSINESS) DELL'AGENZIA CON L'ADOZIONE DI SERVIZI INNOVATIVI QUALI: GESTIONALE PEC, FIRMA DIGITALE DA REMOTO, LIBRO FIRMA DA REMOTO, INTERAGENDO CON TOOLS QUALI FOTOCOPIATRICE DIGITALE, STAMPANTI DIGITALI, CLOUD, VIRTUAL MACHINE DEDICATA  CON PARTICOLARE CURA AL GDPR DI PROSSIMA ADOZIONE, CON CONSERVAZIONE LOG. FORMANDO ANCHE IL PERSONALE SU NORMATIVA DIGITALE (CAD)",non_ai
AI,"L IMPRESA CORI SRL OPERA NEL CAMPO DELLE LAVORAZIONI STRADALI. L IMPRESA LAVORA SIA CON CLIENTELA PRIVATA CHE CON CLIENTELA PUBBLICA. GLI INVESTIMENTI OGGETTO DELLA PRESENTE DOMANDA SONO FATTI NELL OTTICA DI MIGLIORARE L EFFICIENZA DELL IMPRESA, OTTIMIZZANDO LE PRESTAZIONI E LE CAPACITA' LAVORATIVE. 
IL PRIMO INTERVENTO CHE SI VA A REALIZZARE E' QUELLO DELL ACQUISTO DI UN SW GESTIONALE PER LA GESTIONE DEI CANTIERI E DELLE COMMESSE; QUESTE LE FUNZIONALITA' PREVISTE: 
ACQUISIZIONE AUTOMATICA DEL PREVENTIVO, PROGRAMMAZIONE DEI LAVORI , PIANO FINANZIARIO E CALCOLO DEI FABBISOGNI; GESTIONE ORDINI AL FORNITORE, RILEVAZIONE DEI COSTI, PER AVANZAMENTO; GESTIONE DELLA CONTABILITA' LAVORI E GESTIONE DELLE ATTIVITA' E DEI COSTI DI ROUTINE.  A TALE SW VERRA' ABBINATO L ACQUISTO DI UNA MACCHINA PC DI SUPPORTO. 
IL SECONDO INTERVENTO RIGUARDA L ACQUISTO DI UN SISTEMA ROBOTIZZATO PER I RILIEVI TOPOGRAFICI, CHE APPORTA VARI MIGLIORAMENTI AL FLUSSO DI LAVORO DI CORI SRL. PER PRIMA COSA, LE MISURAZIONI SONO MOLTO PIÙ SEMPLICI E VELOCI: LA VELOCITÀ DI TRACCIAMENTO DELLA STAZIONE TOTALE ROBOTICA  CONSENTONO UNO SPOSTAMENTO PIÙ VELOCE DA PUNTO A PUNTO, OLTRE CHE DI CATTURARE OGNI PUNTO PIÙ VELOCEMENTE. CONSENTE DI OTTIMIZZARE LE PROCEDURE PIÙ UTILIZZATE E GARANTISCE UNA CONNESSIONE DATI VELOCE.",ai
AI,"Il progetto in esame consiste nell’ideazione e sviluppo di tutte le parti necessarie per la realizzazione di un robot antropomorfo e di un sistema di visione da affiancare al robot stesso per applicazioni vivaistiche, in grado di realizzare diverse fasi di lavorazione quali prelievo delle piantine dal contenitore, taglio delle radici, singolarizzazione, selezione e piantumazione. Si tratta di una soluzione attualmente non presente sul mercato delle macchine automatiche per il settore ortofrutta.",non_ai
AI,"sistema professionale di videolocalizzazione con applicativi di ultima generazione.che permette senza fare interventi murari, di  eseguire in tempo reale all'interno delle tubazioni una relazione tecnica di precisione  rilevando crepe, rotture e difetti, diametro tubazioni, livello di fluido e oggetti presenti all'interno. Il sistema è composto da telecamere vision report touch 3+, notebook touch screen, laser",non_ai
AI,"Realizzazione di una soluzione in grado di supportare una ricerca contenutistica sulla base di conoscenza della piattafoma Eutekne basata sulla comprensione delle richieste poste all'utente in linguaggio naturale e, quando non possibile, sullo sviluppo di un dialogo con l'utente finalizzato all'identificazione puntuale della richiesta.",non_ai
AI,"Il progetto prevede lo sviluppo del codice principalmente front-end su linguaggio di templating ""Liquid"" di Shopify ma con coinvolgimento di funzionalità e codice back-end in ""javascript"".",non_ai
AI,"Il piano viene strutturato con un'azione individuale per il dirigente di Fida per diventare un buon leader assertivo, al fine di promuovere la vision aziendale al proprio gruppo di lavoro.",non_ai
AI,"L'obiettivo degli investimenti è quello di evolver l'infrastruttura tecnologica aziendale e le competenze del personale per adeguarli al nuovo scenario competitivo di business. In particolare intendiamo investire per creare una nuova unità di business specializzata in analisi dati (business intelligence) necessari allo sviluppo di nuove tecnologie applicati a e-commerce, chat bot e sviluppo APP..
L'intervento di ammodernamento di hardware e software della infrastruttura tecnologica è finalizzata a:
- dotare la nuova unità di business di hardware con adeguata potenza di calcolo  
- installazione di software per un maggior controllo del flusso dei dati, una maggiore sicurezza nella gestione degli stessi e sistemi di encryption e recovery in caso di danni informatici causati da terzi o accidentalmente.
- server adeguato per sviluppare le attività di networking e l'accesso dati aziendali in remoto.
Infine sono previste attività di formazione per i dipendenti per aggiornarsi sui nuovi software e le nuove tecniche di progettazione e sviluppo di applicazioni, sistemi di e-commerce,  analisi di big data e progettazione e sviluppo di chat bot.
Tali investimenti sono resi necessari dall'alto livello di innovazione e competitività che caratterizza il nostro settore di mercato.",non_ai
AI,"stiamo attrezzando una linea autonoma ,per produrre stampi pilota su portastampi in alluminio , che vengono montati su macchine ad iniezione tradizionali, con le parti stampanti ,realizzate con prototipazione rapida da tecnologia SLA attraverso la polimerizzazione di resine fotosensibili, questo ci permette di accorciare sensibilmente i tempi di realizzazione di particolari plastici con caratteristiche identiche al prodotto definitvo, il settore diriferimento è  l'automotive che richiede tempi di time to market sempre piu brevi.
Per realizzare questo acquisiremo: software di modellazione 2d/3d, computer per la loro gestione, macchine di prototipazione SLA, macchina di incisione laser, pressa ad iniezione babyplast,accessori per lo stampaggio e per l'ingenierrazione dei particolari, telecamere per la sorveglianza del laboratorio , per le procedure non presidiate.",non_ai
AI,"Nuova cassa automatizzata vocale per lavanderia self service, con prenotazione delle lavatrici tramite applicativo dal cellulare con predisposizione dei flussi per l'agenzia dell'entrate, pagamento tramite carta di credito - bancomat o/e NFC cellulare e notifica sul proprio cellulare, istantanea al termine del lavaggio.
La cassa verrà progettata in modo tale che vi sia una guida vocale che istruisca le persone utilizzatrici sui vari passaggi per non commettere errori.",non_ai
AI,Corso di formazione: TECNOLOGIE PER L'INTELLIGENT BUILDING,non_ai
AI,Corso di formazione: TECNOLOGIE PER L'INTELLIGENT BUILDING,non_ai
AI,Corso di formazione: TECNOLOGIE PER L'INTELLIGENT BUILDING,non_ai
AI,Corso di formazione: TECNOLOGIE PER L'INTELLIGENT BUILDING,non_ai
AI,Corso di formazione: TECNOLOGIE PER L'INTELLIGENT BUILDING,non_ai
AI,Corso di formazione: TECNOLOGIE PER L'INTELLIGENT BUILDING,non_ai
AI,Corso di formazione: TECNOLOGIE PER L'INTELLIGENT BUILDING,non_ai
AI,Corso di formazione: TECNOLOGIE PER L'INTELLIGENT BUILDING,non_ai
AI,Corso di formazione: TECNOLOGIE PER L'INTELLIGENT BUILDING,non_ai
AI,Corso di formazione: TECNOLOGIE PER L'INTELLIGENT BUILDING,non_ai
AI,Corso di formazione: TECNOLOGIE PER L'INTELLIGENT BUILDING,non_ai
AI,Corso di formazione: TECNOLOGIE PER L'INTELLIGENT BUILDING,non_ai
AI,Corso di formazione: TECNOLOGIE PER L'INTELLIGENT BUILDING,non_ai
AI,Corso di formazione: TECNOLOGIE PER L'INTELLIGENT BUILDING,non_ai
AI,ICol: Intelligenza Collettiva,non_ai
AI,ICol: Intelligenza Collettiva,non_ai
AI,ARES - Robotica autonoma per la nave estesa,non_ai
AI,ARES - Robotica autonoma per la nave estesa,non_ai
AI,ARES - Robotica autonoma per la nave estesa,non_ai
AI,ARES - Robotica autonoma per la nave estesa,non_ai
AI,ARES - Robotica autonoma per la nave estesa,non_ai
AI,ARES - Robotica autonoma per la nave estesa,non_ai
AI,ARES - Robotica autonoma per la nave estesa,non_ai
AI,ARES - Robotica autonoma per la nave estesa,non_ai
AI,ARES - Robotica autonoma per la nave estesa,non_ai
AI,ARES - Robotica autonoma per la nave estesa,non_ai
AI,ARES - Robotica autonoma per la nave estesa,non_ai
AI,ARES - Robotica autonoma per la nave estesa,non_ai
AI,ARES - Robotica autonoma per la nave estesa,non_ai
AI,ARES - Robotica autonoma per la nave estesa,non_ai
AI,"Applicazione di strumenti di analisi predittiva, basati su un algoritmo proprietario, nel settore fashion retail, per l’ottimizzazione dell’approvvigionamento e dell’allocazione dell'inventario a livello taglia/negozio.",non_ai
AI,"Applicazione di strumenti di analisi predittiva, basati su un algoritmo proprietario, nel settore fashion retail, per l’ottimizzazione dell’approvvigionamento e dell’allocazione dell'inventario a livello taglia/negozio.",non_ai
AI,"La realtà così come la conosciamo può essere arricchita di moltissime informazioni multimediali per poter sfruttare appieno tutte le potenzialità delle nuove tecnologie, dagli smartphone ai visori VR. Il primo passo per questa nuova frontiera è la ricostruzione dello spazio che ci circonda, possibile attraverso le nuove tecniche e tecnologie di Reality Modeling con le quali mixare immagini da APR (comunemente noti come droni) con immagini da terra, per creare modelli Mesh3D navigabili ed arricchibili di molteplici informazioni multimediali, collegabili anche con database di Asset e Facility Management.",non_ai
AI,"Il progetto consiste nell'acquisizione di hardware software e cad ad alto contenuto tecnologico che permettono una riduzione dei tempi di lavoro grazie alla elevata velocità ed alla generazione delle mesh in simultanea all'acquisizione, una maggiore qualità e maggiore offerta del prodotto offerto. La nuova tecnologia permette l'acquisizione e modellazione cad di manufatti protesici e la loro trasformazione in file da poter poi modificare e successivamente produrre in una delle varie tecnologie digitali di produzione , macchine Cn ovvero fresatura, lasermelting/lasercusing, stampa 3D. Sarà per esempio possibile trasferire la posizione della masticazione realizzata in laboratorio con un articolatore reale nel suo equivalente virtuale in exocad. Sarà possibile ottenere una simulazione dell'articolazione dinamica che riflette accuratamente quella reale",non_ai
AI,Implementazione del sito online per diffusione norme e contenuto tecnico in campo ambientale e creazione di un'app per iOs per la diffusione norme e contenuto tecnico in campo ambientale,non_ai
AI,Bando Impresa Digitale Smart tilization artificial intellgens (Gargantu-ai),ai
AI,"This proposal is to build a flexible laboratory capable of simulating realistic mixed environments encompassing IT, cloud, OT and IoT technologies, for the purpose of testing cybersecurity risk assessment methodologies and models and verify their effectiveness in detecting relevant risks against specifically simulated scenarios and their ability to capture data driven indicators apt to evaluate security controls mandated by best practices and emerging regulations. By leveraging a mix of virtualisation technologies and physical equipment, and including common software typically part of real-world organisations both open source and commercial, this proposal aims to achieve both the ability for the lab to scale to the size required for realistic evaluations as well as to include in the defined scenarios key elements often overlooked because of constraints of generalisation. Such laboratory will be instrumental particularly in measuring methodologies based on a data-driven approach and will enable to collect evidence on how such approach can steer the results towards removing the biases that affect traditional risk assessment practices based on estimations made by people involved in management and operations of processes and systems.",non_ai
AI,"IM-SAFE mira a creare un ""occhio intelligente"" su silicio tramite una tecnologia AI bio-ispirata per la visione, capace di interpretare scene e prendere decisioni. Questo sistema rivoluzionerà l'industria IoT e AI, combinando sensori CMOS con un'architettura neuromorfica digitale. Applicazioni includono veicoli senza pilota, sicurezza intelligente, ispezione automatizzata, agricoltura di precisione e processi di produzione avanzati",ai
AI,Artificial Recognition and Cataloging of Ancient Narrative Object,non_ai
AI,"Il progetto vuole migliorare la sicurezza e l?operatività in un porto tramite l?uso di dati satellitari, GNSS e tecnologie digitali. Il progetto prevede tre linee di intervento per:  1) migliorare la sicurezza della navigazione attraverso l?uso di un algoritmo di AI,  2) la protezione dei lavoratori con l?implementazione di dispositivi indossabili e il tracciamento dei mezzi, 3) il monitoraggio batimetrico del porto per migliorare la pianificazione degli interventi di manutenzione.",ai
AI,"Sistema IoT supportato da modelli di monitoraggio e predittivi dotati di I.A. utili al servizio della telemedicina, del telecontrollo e della teleassistenza nei pazienti cardiopatici (@thena).",ai
AI,"Cooperative Research Project – sviluppare un algoritmo automatico per l’analisi di una rete di gravimetri quantistici permanenti, con lo scopo di separare, all’interno delle variazioni di gravità osservate, i segnali geofisici locali da quelli regionali e di integrare le variazioni di gravità regionali con osservazioni di dati satellitari.",ai
AI,Innovative Diagnosi della salute delle OSSA tramite intelligenza  artificiale,ai
AI,"In un contesto nazionale e internazionale caratterizzato da crescenti minacce alla sicurezza delle infrastrutture critiche, il progetto MIRAGE nasce per rispondere alle esigenze del sistema elettrico nazionale, considerato un pilastro fondamentale per l’economia del Paese. Al contempo, affronta le sfide legate alla protezione fisica dei magazzini logistici.  
Nello specifico il progetto MIRAGE propone una soluzione innovativa per la sorveglianza continua degli asset fisici energetici attraverso l'implementazione di una flotta di robot autonomi e una piattaforma di controllo remoto. I robot, dotati di telecamere, termocamere e sensori avanzati come LIDAR monitoreranno spazi e apparecchiature, segnalando tempestivamente anomalie e intrusioni. La piattaforma di controllo remoto permetterà una gestione centralizzata e in tempo reale dei robot, garantendo una risposta rapida e efficiente alle segnalazioni. Questa soluzione innovativa mira a migliorare la sicurezza e l'efficienza nella gestione degli impianti energetici, migliorando tempestività e accuratezza nel rilevamento delle anomalie e costi operativi. Inoltre, prevede l'integrazione di tecnologie di connettività avanzata per una trasmissione sicura dei dati raccolti dai robot. La combinazione di robot autonomi e piattaforma di c",ai
AI,"Scopo: implementare un sistema sistema informatico di gestione aziendale (ERP/CRM). 
Obiettivi:
¿ ottimizzare i flussi di lavoro e ridurre i tempi di esecuzione attraverso l'implementazione di procedure e strumenti più efficienti, anche con l’uso di AI
¿ proporre un nuovo sistema di vendita/noleggio grazie alla servitizzazione della commercializzazione di Carl the Sleepy Robot
¿ fornire al personale strumenti per lavorare in modo efficiente da remoto, inclusi i disabili
¿ implementare sistemi di monitoraggio e valutazione per misurare il successo del progetto e apportare correzioni o miglioramenti quando necessario.
¿ garantire che i progetti vengano completato entro i tempi ed i budget stabiliti, mantenendo alti standard di qualità e conformità.
Per tutti i dettagli tecnici si rimanda alla relazione dettagliata allegata.",non_ai
AI,"Sistema IoT urbanO di Regolazione automatica dei flussi idrici meteorici nelle caditoie e Monitoraggio predittivo dellÂ¿aria, con tecniche di AI in ambiente Cloud 5G.Â¿   -  STORM Cloud 5G",ai
AI,"Sistema IoT supportato da modelli di monitoraggio e predittivi dotati di I.A. utili al servizio della telemedicina, del telecontrollo e della teleassistenza nei pazienti cardiopatici (@thena).",ai
